"Word","Meaning","Usage"
"barbermonger or barber-monger","noun: One excessively concerned about appearance; a fop, a dandy.","“‘Think you I had forgotten you, barber-monger?’ He thrust his face at mine, and his hand clutched at my collar.” Walter Jon Williams; Quillifer the Knight; Saga Press; 2019. “The Native Americans endured much persecution. By the late 19th to early 20th centuries they were deemed long-haired savages by many of a so-called civilized bent, the barbermongers.” Roger Sigler; Our Long Hairitage; WestBow Press; 2011."
"varlet","noun
1. An unprincipled or dishonest person.
2. An attendant, servant, or a knight’s page.","“Be on the lookout for wallet-stealing varlets.” Brian C. Coad; A Placebo Effect; Analog Science Fiction & Fact (New York); Dec 2010. “Hang him, dishonest varlet!” William Shakespeare; The Merry Wives of Windsor; 1602."
"applejohn or apple-john","noun: One with a shriveled body and/or mind.","“Washington Irving called James Madison, ‘a little withered applejohn’.” Gary Knepp; 2016 Election Could Be One of the Dirtiest in History; Cincinnati Enquirer (Ohio); Sep 15, 2016."
"trifler","noun: One not to be believed or taken seriously.","“Voters attend debates to compare them, not triflers who want to see their names in print.” Joan Little; Council Boots Away Soccer Opportunity; The Spectator (Hamilton, Canada); Sep 14, 2010. “The poet lives, and dies, and is immortal; but the eternal trifler of all complexions never dies. The eternal trifler comes and goes, sucks blood of living men, is filled and emptied with the surfeit of each changing fashion. He gorges and disgorges, and is never fed. There is no nurture in him, and he draws no nurture from the food he feeds on. There is no heart, no soul, no blood, no living faith in him: the eternal trifler simply swallows and remains.” Thomas Wolfe; You Can’t Go Home Again; Harper & Row; 1940."
"Podsnap","noun: A smug, self-satisfied person.","“Podsnaps are delighted that England is breaking away from the continent, with its meddling bureaucrats and Napoleonic legal code (Podsnaps may say ‘Britain’ but they really mean ‘England’).” Podsnappery and its Reverse; The Economist (London, UK); Jun 23, 2018."
"Turveydrop","noun: One who poses as a model of deportment: the way in which one conducts oneself.","“Rose: ‘But gentlemen don’t catch up ladies like bags of meal, and poke them into carriages in this way. It is evident that you need looking after, and it is high time I undertook your society manners. Mac: ‘I’ll behave like a Turveydrop: see if I don’t.’” Louisa May Alcott; Rose in Bloom; Roberts Brothers; 1876."
"Stiggins","noun: A pious impostor.","“He told this paper’s reporter: ‘There go the Stigginses and busybodies, who want to interfere with other people’s pleasures.’” Sean Ingle; Losing My Religion; The Guardian (London, UK); Apr 1, 2024."
"pecksniff","noun: A hypocritical person who pretends to have high moral principles.","“But these ideological pecksniffs now face blowback from a growing ‘freedom to read’ movement, with gutsy local activists defying the screeching, self-appointed censors in communities across America.” Joe Conason; To Fight Right-Wing Book Bans, Read Banned Books!; Creators Syndicate (Los Angeles); Oct 11, 2024."
"Artful Dodger","noun: A nimble, cunning thief or a pickpocket.","“The pouches on these bags put your phone, wallet, and other daily necessities on your chest, and that’s tough to tackle for the Artful Dodgers of this world.” Michael Gebicki; How to Outwit the Pickpockets; Sydney Morning Herald (Australia); Aug 26, 2023."
"windlass","noun: A device for lifting or hauling, using a rope or cable wound around a cylinder.
verb tr.: To extract, lift, or bring forth with deliberate, steady effort.","“We talk about our lives, dreams we had, and what we want to do in the future. It is as if the round tower is windlassing stories out of us.” Rosita Boland; The Martello Tower and the Magic Carpet of the Irish Sea; Irish Times (Dublin); Jul 13, 2015. “As though the words were being windlassed out of him.” Rudyard Kipling; Captains Courageous; Doubleday; 1897."
"monopolylogue","noun: A performance in which one person plays multiple characters, typically all of them.","“Viewing the performance as a monopolylogue shows us the characters of the protective mother, the rebellious child, the crazy grandparent, and then the slippage of these identities into the possible universal experience of fear and loss.” Veronica Baxter; “Intimate Exposure” in Forays Into Contemporary South African Theatre (Marc and Jessica Maufort, eds.); Brill; 2020."
"lustration","noun:
1. An act of purification by means of rituals.
2. The purging of those associated with crimes committed under an earlier regime.","“No, he made his opinion evident by driving you out of his house at once, and indeed conducting a lustration, they say, after your departure.” Lucian (Translation: H.W. Fowler and F.G Fowler); The Works of Lucian of Samosata; Oxford University Press; 1905."
"unicity","noun: The quality of being the only one of its kind: uniqueness or oneness.","“[Emmanuel Macron] asks what is the unicity of the EU and defines it as a unique political body without hegemony, sharing sovereignty and uniting people democratically.” Paul Gillespie; Germany Must Meet Macron’s Demands; Irish Times (Dublin); May 13, 2017."
"piepowder","noun: A traveler, especially a traveling merchant.","“I had the rogues up at the court of piepowder, and they will harm no more peaceful traders.” Arthur Conan Doyle; The White Company; Smith, Elder & Co.; 1891."
"elucidatory","adjective: Serving to clarify or explain.","“Fans scrambled to decode and catalogue all this information online, providing elucidatory footnotes.” Rachel Aroesti; From Baby Reindeer to Taylor Swift, How Amateur Sleuths Ruined Pop Culture; The Guardian (London, UK); May 25, 2024."
"questionary","noun:	1. A list of questions: a questionnaire.
	2. One who asks questions.
adjective:	1. Inquisitive.
	2. Having or relating to questions.
","“The depth and relevance of the testing offered by these companies varies widely, as does the usefulness of the information they provide. Some rely on detailed questionaries.” Adam Piore; Forget Fad Diets. AI Knows Exactly What You Should Eat for Your Best Health; Newsweek (New York); Mar 17, 2023. “The look on her face now was very questionary, and the answer was unspoken in his mouth like a song yet unsung.” Devaughn Jackson; The Voodoo Queen; D. Jackson; 2022."
"cylindraceous","adjective: Resembling a cylinder.","“Sherrie [was] bending down to examine a rigid cylindraceous thingy attached to a harness.” Donald Huffman Graff; Madstones; BookLocker; 2024."
"autocephality","noun: Self-rule.","“Autocephality in Bulgaria and the rest of the Balkans made the churches a tool for nationalist propaganda and war in the nineteenth century.” Alex Moldovan ; The Orthodox Church and a Very Balkan Affair; OpenDemocracy (London, UK); Nov 5, 2018."
"quodlibetary","adjective:	Relating to a discussion or debate involving subtle or hypothetical points.
noun:	1. One who takes part in such a discussion.
	2. One who does whatever pleases them.
	3. A subtle or hypothetical point.
","“Down with the disputations, cardinal and quodlibetary.” Victor Hugo (Translation: J.C. Beckwith); The Hunchback of Notre-Dame; Routledge; 1891."
"renunciatory","adjective: Relating to giving up, renouncing, or rejecting.","“Six pages in [the book Deep Work], I powered down my laptop. Twenty pages in, I left the house to buy an alarm clock so that I wouldn’t have an excuse to sleep next to my phone. A hundred pages in, I asked my brother to change my Twitter password so that I could no longer log in to my account. Nothing like starting the new year off with a renunciatory spree!” Molly Young; Help Desk; The New York Times Book Review; Jan 31, 2016."
"winsome","adjective: Pleasing or charming, especially in a childlike or innocent manner.","“The guest lists included women who were ‘as winsome as possible’ to make the town seem attractive to the (male) engineer in charge of choosing [the site of a nuclear research center]. The plan worked.” Going Nuclear; The Economist (London, UK); Jul 1, 2023."
"susurrant","adjective : Whispering or rustling.","“She decides to seduce the scruffy macho cop with the susurrant name, Detective Scieziesciez.” Liam Lacey; One Messy Electra Complex; The Globe and Mail (Toronto, Canada); Oct 24, 2014."
"ruderal","adjective: Growing in waste places, disturbed land, or poor soil.
noun: A plant that thrives in such conditions.","“Carl Linnaeus revolutionized the way in which [taxonomy] was done. In fact, he courted controversy at the time, using quite explicit sexual descriptions, such as ‘eight men in the same bride’s chamber, with one woman’! [Octandria Monogynia] The German botanist, Johann Siegesbeck, referred to Linnaeus’ work as ‘loathsome harlotry’, though Linnaeus, believing in revenge as a dish best served well and truly chilled, retorted with taxonomic vengeance, naming a small and insignificant little ruderal plant (Siegesbeckia) after his accuser.” Keith Skene; Form, Function, Forests, and Fossils; Contemporary Review (Oxford, UK); Dec 2011."
"bereft","adjective: Deprived of or lacking.","“Too many voters today are easily conned, deeply biased, impervious to fact, and bereft of survival instincts. Contrary to myth, frogs leap out of heating pots. Stampeding cattle stop at a cliff edge. Lemmings don’t really commit mass suicide. We’ll find out about Americans in 2024.” Mort Rosenblum; Deadly Hot Air; The Mort Report; Feb 10, 2023."
"sanguineous","adjective:
1. Relating to blood.
2. Of the color of blood.
3. Involving bloodshed.
4. Confident or optimistic.","“President Mahinda Rajapaksa has brought to end one of the most sanguineous civil wars of our time.” S. Prasannarajan; Out of Colombo; India Today (New Delhi); Nov 25, 2013. “Apples, as they say, must not be compared to oranges, and certainly not blood oranges, which is perhaps the better analogy for this tart, tangy, and juicily sanguineous offering [the film John Wick: Chapter 4]. Michael O’Sullivan; One Great Action Set Piece After Another; The Washington Post; Mar 24, 2023. “The piece was ‘I Present Your Royal Highness,’ a canvas from 2018 ... layered with fleshy pinks and sanguineous swipes.” Rebecca Mead; Color Instinct; The New Yorker; Nov 18, 2024."
